schema_version,section,method,stages,bytes_in_flight_kib,metric,unit,evidence_class,campaign_count,campaign_1_value,campaign_2_value,campaign_3_value,mean,median,stdev_sample,cross_campaign_cv_percent,minimum,maximum,cross_campaign_cv_review_flag,notes
gb300.analysis.v1,configuration,ldgsts,2,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,5170.440927,5169.944421,5171.459202,5170.614850,5170.440927,0.772222,0.014935,5169.944421,5171.459202,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,2,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.158742,0.106226,0.138403,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,2,0,2,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,32,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,5055.433896,5052.705420,5053.084768,5053.741361,5053.084768,1.477999,0.029246,5052.705420,5055.433896,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,2,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.159866,0.151509,0.118591,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,32,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,6952.743683,6952.339593,6946.508246,6950.530507,6952.339593,3.489235,0.050201,6946.508246,6952.743683,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,2,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.175474,0.170115,0.144009,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,2,0,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,2,64,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,6954.001087,6957.640999,6952.429570,6954.690552,6954.001087,2.673251,0.038438,6952.429570,6957.640999,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,2,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.210550,0.174459,0.122729,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,1,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,2,64,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,16,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,3233.284104,3236.180349,3234.809404,3234.757953,3234.809404,1.448808,0.044789,3233.284104,3236.180349,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,4,16,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,16,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.095263,0.078754,0.085143,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,16,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,16,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,1,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,16,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,16,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,2392.942284,2392.942342,2393.261371,2393.048666,2392.942342,0.184209,0.007698,2392.942284,2393.261371,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,4,16,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,16,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.032530,0.034599,0.032345,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,16,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,16,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,16,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,5133.632502,5136.007997,5132.824858,5134.155119,5133.632502,1.654672,0.032229,5132.824858,5136.007997,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,4,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.136533,0.137004,0.135716,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,0,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,32,ncu_coverage,not_applicable,source_diagnostic,3,ncu_profiled,ncu_profiled,ncu_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,4672.934409,4673.482111,4673.279341,4673.231954,4673.279341,0.276909,0.005925,4672.934409,4673.482111,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,4,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.100469,0.075753,0.088228,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,1,2,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,32,ncu_coverage,not_applicable,source_diagnostic,3,ncu_profiled,ncu_profiled,ncu_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,7023.684189,7022.538659,7025.700698,7023.974515,7023.684189,1.600887,0.022792,7022.538659,7025.700698,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,4,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.160131,0.147180,0.168739,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,0,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,4,64,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,6960.339834,6960.339834,6964.256929,6961.645532,6960.339834,2.261536,0.032486,6960.339834,6964.256929,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,4,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.169695,0.221772,0.204144,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,4,64,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,16,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,2003.094785,1999.460364,1999.664563,2000.739904,1999.664563,2.041941,0.102059,1999.460364,2003.094785,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,8,16,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,16,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.014476,0.028780,0.024834,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,16,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,16,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,16,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,16,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,1202.976424,1202.796346,1201.668642,1202.480471,1202.796346,0.708806,0.058945,1201.668642,1202.976424,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,8,16,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,16,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.013249,0.011291,0.018901,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,16,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,16,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,16,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,3673.060257,3671.469456,3673.787149,3672.772287,3673.060257,1.185378,0.032275,3671.469456,3673.787149,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,8,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.030373,0.026954,0.025503,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,0,0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,32,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,32,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,2399.999631,2400.186833,2404.093948,2401.426804,2400.186833,2.311710,0.096264,2399.999631,2404.093948,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,8,32,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,32,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.034423,0.025911,0.020300,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,32,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,32,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,0,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,32,ncu_coverage,not_applicable,source_diagnostic,3,not_profiled,not_profiled,not_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,6700.014897,6697.931060,6701.140896,6699.695617,6700.014897,1.628563,0.024308,6697.931060,6701.140896,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,ldgsts,8,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.126228,0.112027,0.142967,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,ldgsts,8,64,ncu_coverage,not_applicable,source_diagnostic,3,ncu_profiled,ncu_profiled,ncu_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,64,median_effective_gbps,GB/s,within_campaign_derived_estimate,3,4801.390494,4801.669061,4801.476326,4801.511960,4801.476326,0.142661,0.002971,4801.390494,4801.669061,ok,campaign_level_median_of_that_campaign_own_timing_derived_effective_transfer_rates
gb300.analysis.v1,configuration,tma,8,64,within_campaign_sample_count,not_applicable,source_diagnostic,3,30,30,30,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,64,within_campaign_cv_percent,not_applicable,source_diagnostic,3,0.030842,0.030995,0.023730,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,64,within_campaign_stability_review,not_applicable,source_diagnostic,3,ok,ok,ok,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,64,within_campaign_iqr_flagged_count,not_applicable,source_diagnostic,3,0,8,7,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,configuration,tma,8,64,ncu_coverage,not_applicable,source_diagnostic,3,ncu_profiled,ncu_profiled,ncu_profiled,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,pair_ratio,not_applicable,2,16,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.970726782,0.970326921,0.971538037,0.970863914,0.970726782,0.000617093,0.063561,0.970326921,0.971538037,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,2,32,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.977756823,0.977322967,0.977110052,0.977396614,0.977322967,0.000329615,0.033724,0.977110052,0.977756823,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,2,64,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,1.000180850,1.000762536,1.000852417,1.000598601,1.000762536,0.000364564,0.036435,1.000180850,1.000852417,ok,interpretation=tma_higher
gb300.analysis.v1,pair_ratio,not_applicable,4,16,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.740096511,0.739434173,0.739846177,0.739792287,0.739846177,0.000334441,0.045207,0.739434173,0.740096511,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,4,32,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.910258848,0.909944477,0.910469278,0.910224201,0.910258848,0.000264110,0.029016,0.909944477,0.910469278,ok,interpretation=ldgsts_higher
